Contributor,Coverage,Creator,Date,Description,Duration,Language,Publisher,Rights,Source,Subject,Text,Title,Type,URL,added,collection_id,collection_resource,collection_url,featured,files_count,files_resource,files_url,id,item_type_id,item_type_name,item_type_resource,item_type_url,modified,owner_id,owner_resource,owner_url,public,tags,url
Members of distributed communities held together by common interest could be made more aware of who within those communi­ties is physically local to them.

headgames

Assume kids have cell phones that transmit their geographical coordinates

Computer games evolve that actually get kids out of the house and running around instead of being stuck in front of a computer 93

 

screen.

Gaming stress tests technology and defines ways in which it can be used effectively (businesses for example will end up making use of the innovations that designers of these games instantiate).

‘go to the end of their road and climb onto the roof of the aban­doned cinema’ (or whatever; localization involves user contribu­tion)

..when the device transmits the coordinates of the top of the cinema the game gives them with the next problem… (add a time component: run to the end of the road and climb onto the roof of the deserted cinema)

Extending phone functionality:

status messages on phones

By the side of each of the names on your cell phone’s people list appears a status message: bored, busy, in transit etc.

Once people are logging their location in such a way that their friends can find them, you could be notified if your friends came within a mile radius of your current location

Parking space finding, homeless people are given free devices to log parking spaces as they become available (and receive pay­ment)

Entering a restaurant you see a huge burning skull in the middle of the room. Nobody else sees it. The skull was left at this geo­graphical location by one of your peer group indicating that the restaurant is terrible.
